 Index             RefE       eigenvalue          overlap  overlap-squared            Total
     0    -3385.192239    -3307.016613         -0.0015          0.0000          0.0000
     1    -3384.686604    -3307.016613         -0.0058          0.0000          0.0000
     2    -3384.674259    -3307.016613          0.0001          0.0000          0.0000
     3    -3384.656828    -3307.016613         -0.0011          0.0000          0.0000
     4    -3384.166683    -3307.016613         -0.0019          0.0000          0.0000
     5    -3384.151793    -3307.016613         -0.0019          0.0000          0.0000
     6    -3384.137702    -3307.016613         -0.0007          0.0000          0.0000
     7    -3383.631600    -3307.016613          0.0006          0.0000          0.0000
     8    -3324.092677    -3307.016613         -0.2824          0.0797          0.0798
     9    -3323.716485    -3307.016613          0.1019          0.0104          0.0902
    10    -3323.566754    -3307.016613         -0.0856          0.0073          0.0975
    11    -3323.555854    -3307.016613         -0.1234          0.0152          0.1127
    12    -3323.258184    -3307.016613          0.0787          0.0062          0.1189
    13    -3323.211506    -3307.016613         -0.0348          0.0012          0.1201
    14    -3323.110749    -3307.016613         -0.0433          0.0019          0.1220
    15    -3323.049397    -3307.016613         -0.0438          0.0019          0.1239
    16    -3322.791035    -3307.016613          0.0273          0.0007          0.1247
    17    -3322.780530    -3307.016613         -0.0132          0.0002          0.1248
    18    -3322.744266    -3307.016613          0.0289          0.0008          0.1257
    19    -3322.694503    -3307.016613          0.0158          0.0002          0.1259
    20    -3322.292629    -3307.016613         -0.0022          0.0000          0.1259
    21    -3322.282352    -3307.016613         -0.0086          0.0001          0.1260
    22    -3322.262426    -3307.016613         -0.0203          0.0004          0.1264
    23    -3321.807791    -3307.016613         -0.0030          0.0000          0.1264
    24    -3313.011776    -3307.016613          0.0007          0.0000          0.1264
    25    -3312.159585    -3307.016613         -0.0022          0.0000          0.1264
    26    -3311.430065    -3307.016613         -0.0035          0.0000          0.1264
    27    -3311.314435    -3307.016613          0.0052          0.0000          0.1265
    28    -3310.174660    -3307.016613          0.0047          0.0000          0.1265
    29    -3309.915233    -3307.016613          0.0014          0.0000          0.1265
    30    -3309.898918    -3307.016613         -0.7409          0.5489          0.6754
    31    -3309.408416    -3307.016613         -0.3215          0.1033          0.7787
    32    -3309.394598    -3307.016613          0.2542          0.0646          0.8433
    33    -3309.348227    -3307.016613         -0.0298          0.0009          0.8442
    34    -3309.271312    -3307.016613          0.3094          0.0957          0.9400
    35    -3308.864037    -3307.016613          0.1449          0.0210          0.9610
    36    -3308.830127    -3307.016613          0.1103          0.0122          0.9731
    37    -3308.755980    -3307.016613          0.0865          0.0075          0.9806
    38    -3308.204893    -3307.016613         -0.0416          0.0017          0.9823
    39    -3306.604695    -3307.016613          0.0955          0.0091          0.9915
    40    -3294.964588    -3307.016613         -0.0078          0.0001          0.9915
    41    -3294.649568    -3307.016613          0.0015          0.0000          0.9915
    42    -3293.969085    -3307.016613         -0.0052          0.0000          0.9916
    43    -3293.461617    -3307.016613          0.0009          0.0000          0.9916
    44    -3293.448363    -3307.016613         -0.0016          0.0000          0.9916
    45    -3289.206151    -3307.016613         -0.0030          0.0000          0.9916
    46    -3289.196026    -3307.016613         -0.0120          0.0001          0.9917
    47    -3289.143893    -3307.016613          0.0200          0.0004          0.9921
    48    -3286.850281    -3307.016613         -0.0003          0.0000          0.9921
    49    -3286.578751    -3307.016613         -0.0039          0.0000          0.9921
    50    -3286.101588    -3307.016613          0.0054          0.0000          0.9922
    51    -3285.308482    -3307.016613          0.0073          0.0001          0.9922
    52    -3285.055310    -3307.016613         -0.0016          0.0000          0.9922
    53    -3284.898846    -3307.016613         -0.0441          0.0019          0.9942
    54    -3284.476328    -3307.016613         -0.0169          0.0003          0.9944
    55    -3283.512376    -3307.016613         -0.0117          0.0001          0.9946
    56    -3262.399204    -3307.016613          0.0082          0.0001          0.9947
